relative_path,classID,Class
Conversation/3HqygpD84wg_30.wav,7,Conversation
Singing/-24y5s4McCM_30.wav,18,Singing
Conversation/3rNXVdpUYnI_30.wav,7,Conversation
Speech/DFdGNXIyB-0_30.wav,21,Speech
Speech/0xguxiFSd54_30.wav,21,Speech
Snicker/16LLYIkdVL4_0.wav,20,Snicker
shatter/8mvGbjPFU8g_440.wav,29,shatter
White noise/37Obx0HUp8o_13.wav,26,White noise
Snicker/FIhvC2t_8HU_0.wav,20,Snicker
Whispering/Fwi-O0rzj2M_410.wav,25,Whispering
Whoop/LXBn5aA8jvQ_30.wav,27,Whoop
Clapping/KvLL1C-K1bw_0.wav,6,Clapping
"Smash, crash/0JatRs2wvJo_30.wav",19,"Smash, crash"
Breathing/7d_oVEzI7os_240.wav,4,Breathing
Speech/2W2zlNpwjY0_30.wav,21,Speech
Snicker/Ja6hRMyteH4_320.wav,20,Snicker
"Male speech, man speaking/0KTi1AMk1ks_30.wav",15,"Male speech, man speaking"
Whoop/D-2Q6gkFP_A_30.wav,27,Whoop
White noise/EUFS3ZLB0OI_30.wav,26,White noise
"Female speech, woman speaking/6qWZj1tna0o_10.wav",12,"Female speech, woman speaking"
Whimper/F4gE6Pv-ssA_10.wav,24,Whimper
"Smash, crash/KvgPupiGxB0_23.wav",19,"Smash, crash"
Whispering/A2iyFe1ctNw_270.wav,25,Whispering
Screaming/FG9_-vCAG8g_130.wav,17,Screaming
"Female speech, woman speaking/89kmc8la5H0_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/-nrPFPXN2ic_30.wav",12,"Female speech, woman speaking"
Conversation/42AosKTN9zI_21.wav,7,Conversation
Snicker/IyCI810sGLs_360.wav,20,Snicker
Clapping/FTK-Pu5yjBk_70.wav,6,Clapping
Rustle/KxA5NicsMXQ_30.wav,16,Rustle
"Smash, crash/HgfV41VgHaY_160.wav",19,"Smash, crash"
Whimper/IXsvZQnBWEw_30.wav,24,Whimper
Snicker/64fq9gR7kBg_350.wav,20,Snicker
Singing/-3dQ5YLrcZw_30.wav,18,Singing
Whimper/5IfcwKMzDzA_30.wav,24,Whimper
"Dishes, pots, and pans/8gSRJCSFbHo_30.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/731U_nY33LM_26.wav",12,"Female speech, woman speaking"
Babbling/P5RYjVd8voA_520.wav,1,Babbling
"Dishes, pots, and pans/L96UChvUiWY_0.wav",9,"Dishes, pots, and pans"
White noise/GXPxx32StEo_30.wav,26,White noise
Screaming/AKQqanWWPcI_110.wav,17,Screaming
Children shouting/9ZfVy0fN1dA_21.wav,5,Children shouting
Conversation/7Z3tvydDa-0_30.wav,7,Conversation
Singing/-47RQghkZ8s_30.wav,18,Singing
Bellow/CShTRPBvjeo_30.wav,3,Bellow
Whispering/G3JIOyYB0Gg_10.wav,25,Whispering
"Female speech, woman speaking/-N4OU-2tOQ0_30.wav",12,"Female speech, woman speaking"
Whimper/6ICx1mk144o_24.wav,24,Whimper
"Female speech, woman speaking/-cCfCIFoQDY_50.wav",12,"Female speech, woman speaking"
Singing/-0MTs-YARBI_30.wav,18,Singing
"Female speech, woman speaking/-lZXdiEghz0_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/836CjzTO3Po_30.wav",12,"Female speech, woman speaking"
Conversation/BaAQszEFA4I_30.wav,7,Conversation
Snicker/1_7YOJwx-xQ_30.wav,20,Snicker
Conversation/2wXg6mCYlKc_30.wav,7,Conversation
"Male speech, man speaking/0s0oC9_ajrY_30.wav",15,"Male speech, man speaking"
Screaming/9pM3pzFnJIw_30.wav,17,Screaming
White noise/3NKxzFG2sVs_30.wav,26,White noise
Whimper/OKxGg_PtmUw_0.wav,24,Whimper
Whimper/BzzN7kDA_Vc_30.wav,24,Whimper
Whimper/3FCSpF1DxAo_18.wav,24,Whimper
Rustle/NqE5L9jUV9o_30.wav,16,Rustle
Whoop/K5iEVwPmg3E_30.wav,27,Whoop
Whispering/0omqh-cg9hc_30.wav,25,Whispering
Babbling/LS5KKiBdk0k_130.wav,1,Babbling
Whimper/7RMqyUnJm0s_5.wav,24,Whimper
Conversation/DvEXQ_Tho64_30.wav,7,Conversation
Rustle/DlHUyY3puG0_30.wav,16,Rustle
Breathing/HLvpVfijRnc_330.wav,4,Breathing
"Dishes, pots, and pans/IjATDD3Yf10_200.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/54Kf9Riaxb8_40.wav",12,"Female speech, woman speaking"
Yell/EzZUoL4zmEg_70.wav,28,Yell
Whimper/1e2LjyW4p8U_30.wav,24,Whimper
Rustle/Hh4YKBxy-PQ_30.wav,16,Rustle
Conversation/93ra_WrbBW8_30.wav,7,Conversation
Conversation/C_xY8hOpWz0_40.wav,7,Conversation
Snicker/ELKYDw3QZGg_30.wav,20,Snicker
"Dishes, pots, and pans/LAldrRKCX8k_110.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/-92GhQGXNUg_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0JqfXHgDqVc_30.wav",15,"Male speech, man speaking"
Singing/-BxGKbFGMrs_4.wav,18,Singing
"Male speech, man speaking/0dQd9_coKms_30.wav",15,"Male speech, man speaking"
Whoop/ITTWnr0fy5U_0.wav,27,Whoop
Clapping/2eEeOLqSFJw_30.wav,6,Clapping
"Male speech, man speaking/-2uzId2wIk0_30.wav",15,"Male speech, man speaking"
Screaming/CvMFTC0yU1M_60.wav,17,Screaming
Singing/-BN7lOMmnfE_30.wav,18,Singing
Singing/-7Tl-m31mPg_30.wav,18,Singing
Whoop/-OdcpNw6vXA_30.wav,27,Whoop
Battle cry/9LPskjwAETY_280.wav,2,Battle cry
Speech/2u8ZQa3F9lQ_23.wav,21,Speech
Breathing/JAEzF53ZLa0_110.wav,4,Breathing
White noise/GGsexvxa6ME_30.wav,26,White noise
Rustle/8_xXRlRGyJY_30.wav,16,Rustle
"Dishes, pots, and pans/E4yQkntUWfM_120.wav",9,"Dishes, pots, and pans"
Whoop/FUhz1IRER3w_24.wav,27,Whoop
"Male speech, man speaking/0a13R8PgRW0_30.wav",15,"Male speech, man speaking"
"Wail, moan/GUBtpsVw4p4_7.wav",23,"Wail, moan"
"Female speech, woman speaking/85q-_UiOD_M_30.wav",12,"Female speech, woman speaking"
Yell/CcwuO64vQnE_30.wav,28,Yell
Breathing/EAuXf_b5xS8_10.wav,4,Breathing
Breathing/4hxX-BPWQGY_0.wav,4,Breathing
White noise/DkjrZzQI3bc_17.wav,26,White noise
Speech/0Ew3Wsa4D0E_430.wav,21,Speech
Speech/4pEOoyAVYDs_30.wav,21,Speech
White noise/49zS7dkY3G4_25.wav,26,White noise
Whimper/MRsczExTq48_30.wav,24,Whimper
Children shouting/NRBt6ozCHSE_30.wav,5,Children shouting
Singing/-8MCepMkkCA_30.wav,18,Singing
Speech/--ZIsExJ9SE_30.wav,21,Speech
"Dishes, pots, and pans/GnAnvQ6OKAk_170.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/8zDAZPxfnhc_30.wav",12,"Female speech, woman speaking"
Babbling/6fXP1WG6QSg_40.wav,1,Babbling
White noise/5-DTG39fw6U_30.wav,26,White noise
"Female speech, woman speaking/59kOaTWM76Q_90.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/-wa13Ab-L-Y_0.wav",12,"Female speech, woman speaking"
Whoop/7yQzSQ-ggGU_280.wav,27,Whoop
Whimper/0njUbtV9tX0_24.wav,24,Whimper
"Female speech, woman speaking/-8_-zx7UIPw_30.wav",12,"Female speech, woman speaking"
Speech/--8OC7rKwbQ_30.wav,21,Speech
"Wail, moan/JxsHcmGgenI_30.wav",23,"Wail, moan"
Singing/-ALp-d3Qk_k_30.wav,18,Singing
shatter/5pgARrqP0-Q_130.wav,29,shatter
Speech/AieyshkY3gk_30.wav,21,Speech
Breathing/M8t3M3tcl40_230.wav,4,Breathing
Breathing/INee4cciM90_70.wav,4,Breathing
"Female speech, woman speaking/-Laetp9QMZc_30.wav",12,"Female speech, woman speaking"
Singing/-5KjA4FZrbU_30.wav,18,Singing
Singing/-9Y076KDt2w_80.wav,18,Singing
Conversation/0GFAcr8pa48_30.wav,7,Conversation
"Female speech, woman speaking/96glMBhvoT8_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-zi41S_UYRM_30.wav",15,"Male speech, man speaking"
Conversation/AFpVDRbLzJQ_30.wav,7,Conversation
Whoop/AD92Vz6vMJ8_30.wav,27,Whoop
Babbling/9la54XhNb_4_40.wav,1,Babbling
Clapping/EO0NHxXxWAs_30.wav,6,Clapping
Conversation/-sWYVL21pew_30.wav,7,Conversation
Snicker/OQ0GeTz9ImE_0.wav,20,Snicker
"Male speech, man speaking/0ajQoxu6lDw_310.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/9Qe1rNNMPlE_240.wav",12,"Female speech, woman speaking"
White noise/5xtw4uvTRfE_40.wav,26,White noise
Whoop/Gg5aYZf8-DM_100.wav,27,Whoop
"Male speech, man speaking/0XsJ_q17Muo_30.wav",15,"Male speech, man speaking"
Speech/Cf8bsow4f1g_30.wav,21,Speech
"Female speech, woman speaking/6QTOLqij3zs_30.wav",12,"Female speech, woman speaking"
White noise/2FaxoiljNOw_160.wav,26,White noise
Singing/-EDiJ232-hU_190.wav,18,Singing
Conversation/AFvJ5aNIqbc_30.wav,7,Conversation
"Female speech, woman speaking/7slVxAO29fY_30.wav",12,"Female speech, woman speaking"
Speech/LyHtdgokqhc_470.wav,21,Speech
Speech/Ga1IzIBgaTo_30.wav,21,Speech
White noise/0x0SWwGPuUQ_10.wav,26,White noise
Screaming/5LuOvJ0hgLQ_30.wav,17,Screaming
"Female speech, woman speaking/44mk7WrA24Q_30.wav",12,"Female speech, woman speaking"
"Smash, crash/3WBHaDninIc_30.wav",19,"Smash, crash"
"Male speech, man speaking/04P4zPzspuI_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-X3ROzW3jI8_30.wav",15,"Male speech, man speaking"
Rustle/5QQ3JSKZd08_30.wav,16,Rustle
"Smash, crash/1HvOZ7ilesc_30.wav",19,"Smash, crash"
"Male speech, man speaking/0QUHl5caDjQ_30.wav",15,"Male speech, man speaking"
White noise/ANBBJbwXnA0_2.wav,26,White noise
Babbling/6i2HHB069CE_190.wav,1,Babbling
"Smash, crash/9JD9v6ZOs6o_50.wav",19,"Smash, crash"
Speech/9D0zuvhtJkk_30.wav,21,Speech
shatter/F77-qB48bNc_410.wav,29,shatter
Conversation/KGKS20y3PXk_530.wav,7,Conversation
"Female speech, woman speaking/-S3s-mtQoC4_30.wav",12,"Female speech, woman speaking"
Whispering/Of55dIhOs4k_30.wav,25,Whispering
"Male speech, man speaking/-ut7AokjCvo_30.wav",15,"Male speech, man speaking"
Yell/86ZOEyRCxwQ_20.wav,28,Yell
"Female speech, woman speaking/9L2KPHDbZHw_170.wav",12,"Female speech, woman speaking"
Yell/8-MsDVH3uus_30.wav,28,Yell
Battle cry/GcPDuV06GQY_4.wav,2,Battle cry
Whoop/LqMYYi-SCLI_30.wav,27,Whoop
Speech/--8V-W_I7Ww_30.wav,21,Speech
Babbling/HijtYCEY1wg_0.wav,1,Babbling
Screaming/GqTExeZqXzw_20.wav,17,Screaming
"Male speech, man speaking/0TmdNlBI23w_30.wav",15,"Male speech, man speaking"
Whispering/FAl6ihlaCks_30.wav,25,Whispering
Snicker/3zd-tuNXtG0_30.wav,20,Snicker
Whoop/Mi3tfUQ0Jng_90.wav,27,Whoop
"Female speech, woman speaking/8Axf5fOBNQs_30.wav",12,"Female speech, woman speaking"
Screaming/14U565gmdg4_30.wav,17,Screaming
Speech/--XqEd_LG7g_30.wav,21,Speech
Speech/1uIZqbojXIE_30.wav,21,Speech
"Male speech, man speaking/0eaOknT-OS8_1.wav",15,"Male speech, man speaking"
Conversation/46HTmHmS77w_30.wav,7,Conversation
Whispering/BDK84dcmDB0_380.wav,25,Whispering
Whimper/6YKDBuntOF0_30.wav,24,Whimper
Children shouting/83RKiIocosY_10.wav,5,Children shouting
"Female speech, woman speaking/-xpcu7jOWUI_30.wav",12,"Female speech, woman speaking"
Drawer open or close/EDN5WE_lKFU_100.wav,11,Drawer open or close
Speech/5PE_CCaQD-g_30.wav,21,Speech
Whimper/14slQtlcOsE_30.wav,24,Whimper
"Female speech, woman speaking/-izcIPb81yI_30.wav",12,"Female speech, woman speaking"
Singing/-4b5TolL3xo_30.wav,18,Singing
"Male speech, man speaking/-uYv5mWJ13M_30.wav",15,"Male speech, man speaking"
White noise/BxS1nOeOirc_30.wav,26,White noise
Babbling/0ipb6JCmWqY_0.wav,1,Babbling
Groan/Oc442IFtuHg_330.wav,14,Groan
Snicker/LWXpVcS3JmQ_30.wav,20,Snicker
Speech/FUXGg4yZdR0_30.wav,21,Speech
Conversation/CH5GZkmmJik_30.wav,7,Conversation
"Dishes, pots, and pans/3MvZNrzT_yY_230.wav",9,"Dishes, pots, and pans"
Speech/IxepiWB5irA_30.wav,21,Speech
Singing/-Btxd1TUzww_30.wav,18,Singing
"Female speech, woman speaking/6lxA2e0gZhc_40.wav",12,"Female speech, woman speaking"
Whoop/N3IjqjEaZCw_20.wav,27,Whoop
Whispering/EWLIeAu5eHw_350.wav,25,Whispering
"Female speech, woman speaking/35DhAgo6wbA_50.wav",12,"Female speech, woman speaking"
Speech/OBS-ETwBx2Q_70.wav,21,Speech
"Male speech, man speaking/-mMJeRHW91c_30.wav",15,"Male speech, man speaking"
Rustle/6gnMK-fPgGc_30.wav,16,Rustle
"Dishes, pots, and pans/9abufT4q4OA_28.wav",9,"Dishes, pots, and pans"
Singing/-Clj-vNybJs_30.wav,18,Singing
White noise/0C-1J5XvhB0_100.wav,26,White noise
Whoop/FwV7CPi0mcs_30.wav,27,Whoop
"Smash, crash/BpsgAsu1Z4Y_30.wav",19,"Smash, crash"
Breathing/Kpc39j_mHig_50.wav,4,Breathing
Conversation/2nLO9J5Tgrg_30.wav,7,Conversation
Speech/NUg4ct2BBjA_30.wav,21,Speech
Bellow/EcUstCvO8TY_30.wav,3,Bellow
Whimper/2o_oXiLOXpg_21.wav,24,Whimper
"Smash, crash/NNIOYTXiV3w_30.wav",19,"Smash, crash"
"Female speech, woman speaking/-ey8m2tHN5k_30.wav",12,"Female speech, woman speaking"
Whimper/39j1gkDMvbw_30.wav,24,Whimper
Speech/--TtTboAH10_40.wav,21,Speech
Singing/-EOmQvebcLE_30.wav,18,Singing
"Smash, crash/F3qBm2bsBmw_30.wav",19,"Smash, crash"
Conversation/2oTU2yfJRiw_30.wav,7,Conversation
Conversation/1AbraQN5TDw_30.wav,7,Conversation
"Male speech, man speaking/-ql9bQ_JBwo_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/2UtwzxdTMyg_0.wav",9,"Dishes, pots, and pans"
Yell/2ZQA9jdCcBM_30.wav,28,Yell
White noise/HDY8O36y-30_30.wav,26,White noise
Whimper/Bu1KDbTEmCk_21.wav,24,Whimper
Bellow/EX-gB-JIbD4_30.wav,3,Bellow
Speech/4ODVcxu4qZE_30.wav,21,Speech
Whimper/33uhg5I7568_19.wav,24,Whimper
Battle cry/GCmrXfNcdEg_30.wav,2,Battle cry
Yell/269twc9yjJ0_210.wav,28,Yell
"Male speech, man speaking/-VW_nS2Hw6I_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0f9GV1AD1WQ_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/8eD_Z7KNPCA_27.wav",12,"Female speech, woman speaking"
Conversation/9ZuMAL9SkNM_30.wav,7,Conversation
Speech/3XI-oQYpkU4_30.wav,21,Speech
"Male speech, man speaking/-yRIKTttI7o_30.wav",15,"Male speech, man speaking"
Dogs/-1UleAsNU_4_30.wav,10,Dogs
Screaming/0_hnDV2SHBI_7.wav,17,Screaming
Whoop/Df6mRVAlPhQ_30.wav,27,Whoop
"Female speech, woman speaking/31WMxwoKkXU_30.wav",12,"Female speech, woman speaking"
Screaming/60I8VwOkzcg_70.wav,17,Screaming
White noise/IGBRNQ9-9r0_110.wav,26,White noise
Singing/-D8FyPCVBhI_30.wav,18,Singing
Whispering/I-PyUzG2E1I_50.wav,25,Whispering
"Smash, crash/45hWHyDPkac_30.wav",19,"Smash, crash"
"Female speech, woman speaking/9UdGm19EmFs_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/9LrvrH5naMA_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/6pnn8cT6xS4_30.wav",12,"Female speech, woman speaking"
Whispering/3CjKAEFtF3U_40.wav,25,Whispering
Whimper/70sTYLYgLzs_30.wav,24,Whimper
"Wail, moan/9M8lE6qzaZ4_30.wav",23,"Wail, moan"
Yell/B6jMO3azBJU_10.wav,28,Yell
"Smash, crash/9C1fFW98B7A_30.wav",19,"Smash, crash"
"Dishes, pots, and pans/6zp_XToi2D8_350.wav",9,"Dishes, pots, and pans"
Conversation/8OzwNm90QCY_6.wav,7,Conversation
White noise/N1Ll1MRGtVs_580.wav,26,White noise
Snicker/1jUG67J8eL0_30.wav,20,Snicker
Groan/5cy1-laKTdg_0.wav,14,Groan
"Female speech, woman speaking/-Wz9O_WKZvo_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/1QK5WA4dK4o_400.wav",9,"Dishes, pots, and pans"
Whispering/EfR6T4i-odg_20.wav,25,Whispering
"Dishes, pots, and pans/JF2c2NS3JqE_40.wav",9,"Dishes, pots, and pans"
Screaming/1AvYsne1UYU_30.wav,17,Screaming
Rustle/1Qi-DU4dRqI_30.wav,16,Rustle
"Male speech, man speaking/0ebJFDCwn0Y_30.wav",15,"Male speech, man speaking"
Snicker/GnFmbK43kU4_30.wav,20,Snicker
"Smash, crash/0-RAys_wX5c_30.wav",19,"Smash, crash"
Snicker/CJKMuRchtpM_30.wav,20,Snicker
"Smash, crash/12z_uULaJ6Y_20.wav",19,"Smash, crash"
"Male speech, man speaking/01XQYq3qGn4_30.wav",15,"Male speech, man speaking"
White noise/9sQ24cciqyY_10.wav,26,White noise
Singing/-FzQosxHQiA_30.wav,18,Singing
"Smash, crash/3pyWGCCjOwk_30.wav",19,"Smash, crash"
"Dishes, pots, and pans/5COous3_GLw_30.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/9Lq9cKuGO9c_11.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0hGtCTlYRL8_30.wav",15,"Male speech, man speaking"
Speech/8DO21CslOok_150.wav,21,Speech
Whoop/0928cLWOS88_2.wav,27,Whoop
Dogs/1lYGmjMTmZw_10.wav,10,Dogs
Rustle/03Vc4D5Ayko_30.wav,16,Rustle
"Female speech, woman speaking/6vqf5xsdZKM_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0SdAfpB0bWY_30.wav",15,"Male speech, man speaking"
Whimper/-r97oVkDfKQ_30.wav,24,Whimper
Whispering/BI7Wwqc3GfU_0.wav,25,Whispering
Screaming/7HsIqQVqTs4_0.wav,17,Screaming
Whoop/B-NSoflusK8_9.wav,27,Whoop
Speech/4wk4b4CHC34_30.wav,21,Speech
Screaming/4NetAxSbj-Y_30.wav,17,Screaming
Speech/B3ixJIuBzWg_30.wav,21,Speech
Whimper/6nDyzCRuXX0_12.wav,24,Whimper
"Female speech, woman speaking/8FZ_z2DNii4_30.wav",12,"Female speech, woman speaking"
Rustle/8BX3ErQxEZc_15.wav,16,Rustle
Singing/-4vYjQogPC8_30.wav,18,Singing
"Dishes, pots, and pans/G-5FCUd9_cw_30.wav",9,"Dishes, pots, and pans"
Conversation/4iwHOSTWd1s_30.wav,7,Conversation
Speech/84UAJyqs5U4_0.wav,21,Speech
Whimper/OL2ps4Om4Ms_40.wav,24,Whimper
Bellow/HAEPh1atXwI_30.wav,3,Bellow
Groan/LfsRbzqXH-Y_410.wav,14,Groan
Singing/-Dj7eReEk4I_30.wav,18,Singing
"Smash, crash/4bILXN16Fgw_30.wav",19,"Smash, crash"
Whoop/Fdsx3njp3do_22.wav,27,Whoop
Singing/-86WGUcTtyI_120.wav,18,Singing
Whoop/O596YE2lG2A_30.wav,27,Whoop
Screaming/54MkoyLle2Q_160.wav,17,Screaming
"Female speech, woman speaking/6xxfuqXL5kg_30.wav",12,"Female speech, woman speaking"
White noise/I9Rb4FVBjZc_19.wav,26,White noise
Snicker/9j4xH7IJbnA_40.wav,20,Snicker
Whimper/O6e_TQRdBQo_30.wav,24,Whimper
Speech/--51d28O-tM_30.wav,21,Speech
"Female speech, woman speaking/-hXs828V-Kw_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/89xjw_tDoCY_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0e1-zOqMktE_19.wav",15,"Male speech, man speaking"
Drawer open or close/DQJeoZlknZk_330.wav,11,Drawer open or close
Conversation/EVBI8OHngjk_30.wav,7,Conversation
Whimper/3qe0EJVv1TI_25.wav,24,Whimper
Conversation/4l8q6zJ4mjw_30.wav,7,Conversation
Children shouting/NozBw4MAO3w_60.wav,5,Children shouting
Conversation/FZSuGPItNlM_250.wav,7,Conversation
"Male speech, man speaking/0r0wPV2udJI_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/8ghAUEAQA0s_30.wav",12,"Female speech, woman speaking"
White noise/23xcuPIKGUs_230.wav,26,White noise
Rustle/8QGJ9sTt6U8_0.wav,16,Rustle
Whimper/ESPiWcF2G5g_0.wav,24,Whimper
"Female speech, woman speaking/15-ao6PHb2Q_30.wav",12,"Female speech, woman speaking"
White noise/G4Hs5P919Is_30.wav,26,White noise
Whimper/4PYpHAr_6mM_30.wav,24,Whimper
Whimper/LjxTOGHz1jk_340.wav,24,Whimper
"Female speech, woman speaking/8g0-S6oVtuI_30.wav",12,"Female speech, woman speaking"
"Wail, moan/G7_hMFuwEGI_0.wav",23,"Wail, moan"
Conversation/-aWqFoeSv6o_10.wav,7,Conversation
Speech/--79SFzTl1Y_30.wav,21,Speech
Speech/9r_YbkLiWjc_30.wav,21,Speech
Singing/-8fU3mTEVF8_30.wav,18,Singing
White noise/AFb2bdCCBf8_30.wav,26,White noise
"Female speech, woman speaking/8H_hdF6zcOI_30.wav",12,"Female speech, woman speaking"
Bellow/2oxem_bvqns_210.wav,3,Bellow
"Female speech, woman speaking/9NVj2pnUaTQ_30.wav",12,"Female speech, woman speaking"
Whoop/L5vkL5G7Lzc_30.wav,27,Whoop
"Male speech, man speaking/0FYitldCcbc_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/7rzNto8VFtA_30.wav",12,"Female speech, woman speaking"
Snicker/CwPLU531eTM_30.wav,20,Snicker
"Male speech, man speaking/-j_qLPX4Lio_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-mxXStZLIBc_30.wav",15,"Male speech, man speaking"
Children shouting/KADe6fQWU8s_10.wav,5,Children shouting
"Male speech, man speaking/-XmzKGZUnA4_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0eyYEp4ixOY_25.wav",15,"Male speech, man speaking"
Babbling/BqOYMzFJ6QQ_10.wav,1,Babbling
"Male speech, man speaking/-A5Ozm4-tBM_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/7kwtiPQ-PsE_30.wav",12,"Female speech, woman speaking"
Speech/--LmzOfBEVw_30.wav,21,Speech
Snicker/EZ4V8psvp20_17.wav,20,Snicker
Whimper/0pvQ0fpTmW8_30.wav,24,Whimper
White noise/6nxUumqwjYs_30.wav,26,White noise
Rustle/8y2KRmDv8ac_30.wav,16,Rustle
Whimper/-Gj-gjPCDBY_3.wav,24,Whimper
"Female speech, woman speaking/8GtTnDZGfVM_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0bovQBIUZho_10.wav",15,"Male speech, man speaking"
White noise/8MsZzCEOIL0_17.wav,26,White noise
"Female speech, woman speaking/9-XHdlyHhaQ_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-pl51dLmymY_30.wav",15,"Male speech, man speaking"
Whimper/1AuRN21A9AI_30.wav,24,Whimper
Bellow/8lP9dhyipKQ_30.wav,3,Bellow
Conversation/CKbP2iyX65Q_30.wav,7,Conversation
Speech/--NT32haxPs_30.wav,21,Speech
Clapping/6TweVTyp6a4_30.wav,6,Clapping
"Female speech, woman speaking/9c5p3JJ40M8_30.wav",12,"Female speech, woman speaking"
Snicker/8m0QeMehQxA_30.wav,20,Snicker
"Female speech, woman speaking/-W3FJk77hQA_30.wav",12,"Female speech, woman speaking"
Speech/1VY5fXwxC68_30.wav,21,Speech
Singing/-9An-WVSHZg_10.wav,18,Singing
Whimper/4eFWVPHRzx8_30.wav,24,Whimper
Whispering/NN6HqWVTppM_170.wav,25,Whispering
"Male speech, man speaking/0dAliG-sxqc_30.wav",15,"Male speech, man speaking"
Screaming/Ds1nfXl3OBc_50.wav,17,Screaming
Whispering/Fy-hb1HguRc_220.wav,25,Whispering
Speech/--Zn4ViKWcw_30.wav,21,Speech
"Dishes, pots, and pans/K3CPeCZw_s8_60.wav",9,"Dishes, pots, and pans"
Speech/--SCk_gHM4o_100.wav,21,Speech
Whimper/3liMS4qpXH4_30.wav,24,Whimper
Conversation/0Pje5JSVDjw_30.wav,7,Conversation
"Female speech, woman speaking/-GQIBxeAAgA_30.wav",12,"Female speech, woman speaking"
Screaming/3edzSTr2iXs_30.wav,17,Screaming
"Female speech, woman speaking/81YkniOoDJ0_30.wav",12,"Female speech, woman speaking"
Whimper/2rTKQfp0mmk_24.wav,24,Whimper
"Female speech, woman speaking/63Qpyl55BdM_30.wav",12,"Female speech, woman speaking"
White noise/8O3sBP3MU-w_22.wav,26,White noise
"Dishes, pots, and pans/OMu-1yoitj8_350.wav",9,"Dishes, pots, and pans"
Whoop/-00j9zuOIpw_30.wav,27,Whoop
White noise/LxcldA1s0N8_260.wav,26,White noise
"Female speech, woman speaking/9il04sh1f7I_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/99SFSK_Emso_30.wav",12,"Female speech, woman speaking"
Yell/FizO2ZgL5Jc_30.wav,28,Yell
Clapping/4LccFl0wcuI_21.wav,6,Clapping
Groan/7kwTpX_q6wo_230.wav,14,Groan
Whimper/2xg_8rf9J50_30.wav,24,Whimper
"Smash, crash/NGTyyMq5lQs_30.wav",19,"Smash, crash"
"Female speech, woman speaking/7_6KGHUCTpE_30.wav",12,"Female speech, woman speaking"
Whoop/A0QWQg7oGxs_10.wav,27,Whoop
Whoop/98agDWMXfRY_30.wav,27,Whoop
Speech/8NVN-cnUc9o_90.wav,21,Speech
"Male speech, man speaking/-T9YAJ7j5ug_30.wav",15,"Male speech, man speaking"
Whimper/2SfiNxoZzQY_0.wav,24,Whimper
Whimper/MCRMsHnqKFQ_190.wav,24,Whimper
"Female speech, woman speaking/7TFiXaY6w50_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/9544gqK5bNA_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0roWwpgFQYI_30.wav",15,"Male speech, man speaking"
White noise/9vgyJVSYVBg_30.wav,26,White noise
Rustle/0vjjyKqc81k_40.wav,16,Rustle
Whimper/99lPZo9KbNw_11.wav,24,Whimper
"Smash, crash/2OxGlLu_sf8_210.wav",19,"Smash, crash"
Children shouting/DO7QuHOeS2M_50.wav,5,Children shouting
"Dishes, pots, and pans/20z2PANFxtk_60.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0AmxwktXl_s_27.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0vYCIMHcV1g_30.wav",15,"Male speech, man speaking"
White noise/HP8icVH5PU4_30.wav,26,White noise
"Smash, crash/5LJYrUl05YE_26.wav",19,"Smash, crash"
Singing/-8f3tSZWhSU_24.wav,18,Singing
Rustle/2vmawpwAYRQ_14.wav,16,Rustle
